,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1691,1872,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.41,0,0.25,1.09
1692,1873,Imagine: Babysitters,DS,2008,Simulation,Ubisoft,0.63,0.36,0,0.1,1.09
1693,1874,The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.55,0,0.31,1.09
1694,1875,Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09
1695,1876,Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09
1696,1877,Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0,0.02,1.09
1697,1878,Virtua Fighter 5,PS3,2007,Action,Sega,0.29,0.52,0.08,0.2,1.09
1698,1879,NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0,0.02,1.09
1699,1880,BeatMania,PS,1998,Simulation,Konami Digital Entertainment,0,0,1.07,0.02,1.09
1701,1882,LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.04,0,0.08,1.09
1702,1883,Madden NFL 2004,XB,2003,Sports,Electronic Arts,1.02,0.02,0,0.05,1.09
1703,1884,Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0,0.11,1.09
1704,1885,The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09
1705,1886,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.61,0.37,0,0.11,1.09
1706,1887,Star Wars: Bounty Hunter,PS2,2002,Action,LucasArts,0.53,0.42,0,0.14,1.09
1707,1888,Densha De Go!,PS,1997,Simulation,Taito,0,0,1.02,0.07,1.09
1708,1889,Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.09
1709,1890,Sonic & Sega All-Stars Racing,DS,2010,Racing,Sega,0.44,0.54,0,0.11,1.09
1710,1891,Skylanders Giants,PS3,2012,Action,Activision,0.35,0.52,0,0.22,1.09
1711,1892,Endless Ocean,Wii,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
1712,1893,NFL Blitz 2000,PS,1998,Sports,Midway Games,0.6,0.41,0,0.07,1.09
1713,1894,Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.26,0,0.09,1.09
1714,1895,NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0,0.14,1.08
1715,1896,Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08
1716,1898,Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.36,0.64,0,0.08,1.08
1717,1899,The Biggest Loser,Wii,2009,Sports,THQ,0.87,0.12,0,0.09,1.08
1718,1900,Fisherman's Bass Club,PS2,2002,Sports,Agetec,0.53,0.41,0,0.14,1.08
1719,1901,MySims Agents,DS,2009,Adventure,Electronic Arts,0.55,0.43,0,0.11,1.08
1720,1902,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.48,0.32,0.2,0.09,1.08
1721,1903,NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0,0,0.06,1.08
1722,1904,Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,1.08
1723,1905,FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0,0.12,1.08
1724,1906,The Orange Box,PS3,2007,Action,Electronic Arts,0.28,0.59,0,0.22,1.08
1725,1908,Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08
1726,1909,Tom Clancy's Ghost Recon 2,PS2,2004,Action,Ubisoft,0.64,0.34,0,0.1,1.08
1727,1910,DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08
1728,1912,Spore Creatures,DS,2008,Simulation,Electronic Arts,0.67,0.3,0,0.11,1.08
1729,1913,Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,0.6,0.41,0,0.07,1.08
1730,1914,Dragon Ball Z: Taiketsu,GBA,2003,Action,Atari,0.77,0.29,0,0.02,1.08
1731,1916,Star Fox: Assault,GC,2005,Action,Nintendo,0.68,0.18,0.19,0.03,1.08
1732,1917,Naruto: Ultimate Ninja Storm,PS3,2008,Action,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08
1733,1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Action,Capcom,0.79,0.18,0.03,0.07,1.08
1734,1919,NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0,0,0.06,1.07
1736,1921,Call of Duty 3,PS2,2006,Action,Activision,0.89,0.03,0,0.15,1.07
1737,1922,Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,0.65,0.32,0,0.1,1.07
1738,1923,Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,0.57,0.39,0.02,0.09,1.07
1739,1924,Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07
1740,1925,Virtua Fighter,SAT,1994,Action,Sega,0.17,0.12,0.77,0.02,1.07
1741,1926,Championship Manager 99/00,PC,1999,Sports,Eidos Interactive,0,0.98,0,0.09,1.07
1742,1927,WWE SmackDown vs. Raw 2010,PS2,2009,Action,THQ,0.53,0.01,0,0.54,1.07
1743,1928,Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07
1744,1930,NHL 99,PS,1997,Sports,Electronic Arts,0.59,0.4,0,0.07,1.07
1745,1931,SoulCalibur III,PS2,2005,Action,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
1746,1933,F1 2012,PS3,2012,Racing,Codemasters,0.12,0.64,0.05,0.25,1.07
1747,1934,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0,0.34,1.07
1748,1935,Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.67,0.3,0,0.1,1.07
1749,1936,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07
1750,1937,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.42,0,0.1,1.07
1751,1938,Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,0.59,0.4,0,0.07,1.07
1752,1939,NCAA Football 99,PS,1998,Sports,Electronic Arts,0.59,0.4,0,0.07,1.06
1753,1940,Mortal Kombat: Armageddon,PS2,2006,Action,Midway Games,0.88,0.04,0,0.14,1.06
1754,1941,Aliens vs Predator,X360,2010,Action,Sega,0.55,0.4,0,0.11,1.06
1755,1942,Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0,0.14,1.06
1757,1944,Darksiders,X360,2010,Action,THQ,0.67,0.29,0.01,0.1,1.06
1758,1945,DiRT,PS3,2007,Racing,Codemasters,0.16,0.67,0,0.23,1.06
1759,1946,Call of Duty 4: Modern Warfare,DS,2007,Action,Activision,0.96,0.02,0.01,0.08,1.06
1761,1948,Sega Superstars Tennis,Wii,2008,Sports,Sega,0.28,0.65,0,0.13,1.06
1762,1949,NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0,0.14,1.06
1763,1950,Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.5,0.05,0.19,1.06
1764,1951,Mercenaries 2: World in Flames,X360,2008,Action,Electronic Arts,0.65,0.3,0.01,0.1,1.06
1765,1952,Worms Armageddon,PS,1999,Strategy,Microprose,0.18,0.81,0,0.08,1.06
1766,1953,Hulk,PS2,2003,Action,Universal Interactive,0.52,0.41,0,0.14,1.06
1767,1954,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.44,0,0.18,1.06
1768,1955,NFL Blitz,N64,1998,Sports,Midway Games,1.02,0.04,0,0.01,1.06
1769,1956,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0,0.01,1.06
1771,1959,Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0,0,1.06
1772,1960,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Action,Namco Bandai Games,0.39,0.41,0.1,0.16,1.06
1773,1961,Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0,0.02,1.06
1774,1962,Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.59,0.03,0.22,1.06
1775,1963,Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0,0.14,1.06
1776,1964,Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06
1777,1965,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06
1778,1966,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.38,0,0.09,1.05
1779,1967,Cosmic Ark,2600,1981,Action,Imagic,0.99,0.05,0,0.01,1.05
1780,1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Action,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05
1781,1969,Skylanders: Trap Team,Wii,2014,Action,Activision,0.42,0.54,0,0.08,1.05
1782,1970,Aliens vs Predator,PS3,2010,Action,Sega,0.41,0.47,0,0.18,1.05
1785,1974,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13,1.05
1786,1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Action,Namco Bandai Games,0,0,1.05,0,1.05
1787,1976,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,0,0,1.04,0.01,1.05
1788,1977,UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.34,0.03,0.13,1.05
1789,1978,NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0,0.13,1.05
1790,1979,Dragon Ball: XenoVerse,PS4,2015,Action,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05
1791,1980,The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0,0.01,1.05
1792,1981,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0,0.03,1.05
1793,1982,Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.49,0,0.11,1.05
1794,1983,WWE SmackDown vs. Raw 2010,X360,2009,Action,THQ,0.56,0.38,0.01,0.11,1.05
1795,1984,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0,0.02,1.05
1796,1986,MySims Agents,Wii,2009,Adventure,Electronic Arts,0.62,0.32,0,0.1,1.05
1797,1987,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05
1798,1988,Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05
1799,1989,The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.4,0,0.11,1.05
1800,1990,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0,0.11,1.04
1801,1991,MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04
1802,1992,Legacy of Kain: Soul Reaver,PS,,Action,Eidos Interactive,0.58,0.4,0,0.07,1.04
1803,1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Action,Atari,0.33,0.37,0.26,0.09,1.04
1804,1994,Disney Tangled,DS,2010,Action,Disney Interactive Studios,0.58,0.37,0,0.09,1.04
1805,1995,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04
1806,1996,ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,0.58,0.39,0,0.07,1.04
1807,1997,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04
1808,1998,Mega Man X4,PS,1996,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04
1809,1999,Naruto: Clash of Ninja 2,GC,2003,Action,Nintendo,0.44,0.12,0.45,0.03,1.04
1810,2000,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04
1811,2001,Brink,X360,2011,Action,Bethesda Softworks,0.59,0.35,0.01,0.09,1.04
1812,2002,F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04
1813,2003,Bomberman 64,N64,1997,Strategy,Hudson Soft,0.5,0.2,0.31,0.03,1.04
1814,2004,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04
1815,2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.33,0,0.09,1.04
1816,2006,Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04
1817,2007,Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0,0.05,1.04
1818,2009,LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0,0.09,1.04
1819,2010,ZhuZhu Pets,DS,2010,Simulation,Activision,0.68,0.27,0,0.09,1.04
1820,2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Action,Ubisoft,0.34,0.48,0.02,0.19,1.04
1821,2012,MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.58,0,0.3,1.04
1822,2013,WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0,0.22,1.04
1823,2014,EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.4,0.01,0.17,1.04
1824,2015,MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0,0.14,1.03
1825,2017,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.94,0.02,0,0.08,1.03
1826,2019,Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.72,0.23,0,0.08,1.03
1827,2020,NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03
1828,2022,Bomberman,NES,1985,Strategy,Hudson Soft,0.18,0,0.85,0,1.03
1829,2023,The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.47,0,0.11,1.03
1830,2024,Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0,1.03
1832,2026,Street Fighter Alpha 3,PS,1998,Action,Virgin Interactive,0.38,0.12,0.51,0.02,1.03
1833,2027,Bulletstorm,X360,2011,Action,Electronic Arts,0.61,0.32,0.01,0.08,1.02
1834,2028,FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02
1835,2029,Naruto: Clash of Ninja Revolution,Wii,2007,Action,Tomy Corporation,0.45,0.46,0,0.11,1.02
1836,2030,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Action,Ubisoft,0.87,0.05,0.02,0.08,1.02
1837,2031,ZombiU,WiiU,2012,Action,Ubisoft,0.53,0.36,0.05,0.08,1.02
1838,2033,Petz: Catz 2,DS,2007,Simulation,Ubisoft,0.51,0.4,0,0.11,1.02
1839,2034,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.21,0.45,0.08,1.02
1840,2035,Final Fight 2,SNES,1993,Action,Capcom,0.39,0.12,0.49,0.02,1.02
1841,2037,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02
1842,2038,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.02
1843,2039,Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02
1844,2040,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Action,Disney Interactive Studios,0.44,0.4,0,0.17,1.02
1845,2041,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0,0.13,1.02
1846,2042,Pong: The Next Level,PS,1998,Strategy,Hasbro Interactive,0.56,0.38,0,0.07,1.01
1847,2043,Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.3,1.01
1848,2044,Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01
1849,2045,God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.36,0.03,0.21,1.01
1850,2047,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01
1851,2048,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,0.87,0.12,0,0.02,1.01
1852,2049,Championship Manager 3,PC,2003,Sports,Eidos Interactive,0,0.93,0,0.08,1.01
1855,2052,Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01
1856,2053,The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.48,0.02,0.18,1.01
1857,2054,DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.53,0,0.2,1.01
1858,2056,NERF N-Strike Elite,Wii,2009,Action,Electronic Arts,0.93,0,0,0.07,1
1859,2057,Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0,0.13,1
1860,2058,Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1
1861,2059,PES 2009: Pro Evolution Soccer,X360,2008,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1
1862,2060,Dead or Alive 2,PS2,2000,Action,Tecmo Koei,0.3,0.24,0.38,0.08,1
1863,2061,1942,NES,1985,Action,Capcom,0.65,0.14,0.21,0,1
1864,2062,Excitebike 64,N64,2000,Racing,Nintendo,0.65,0.15,0.19,0.01,1
1865,2063,NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1
1868,2066,SoulCalibur II,XB,2003,Action,Namco Bandai Games,0.78,0.18,0.03,0,1
1869,2067,Haze,PS3,2008,Action,Ubisoft,0.49,0.33,0.02,0.15,1
1870,2068,UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.21,0,0.07,1
1871,2069,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0,1
1872,2070,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,0.56,0.38,0,0.07,1
1873,2071,NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07,1
1874,2072,Killzone: Mercenary,PSV,2013,Action,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1
1875,2073,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07,1
1876,2074,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1
1877,2075,Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.04,0.01,0.08,1
1879,2077,Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0,0.17,1
1881,2079,Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.48,0.35,0,0.16,1
1882,2080,Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0,0.08,1
1883,2081,Strategyr Collection,DS,2008,Strategy,Ubisoft,0.17,0.78,0,0.04,1
1885,2083,Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.28,0,0.08,0.99
1886,2084,Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99
1887,2085,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04,0.99
1888,2086,The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games,0.77,0.2,0,0.03,0.99
1889,2087,Littlest Pet Shop: Winter,DS,2008,Simulation,Electronic Arts,0.59,0.31,0,0.1,0.99
1890,2088,LEGO Harry Potter: Years 5-7,X360,,Action,Warner Bros. Interactive Entertainment,0.51,0.39,0,0.09,0.99
1891,2089,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.34,0.01,0.08,0.99
1892,2090,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.31,0.12,0.19,0.99
1893,2091,NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99
1894,2092,LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.46,0,0.17,0.99
1896,2094,Cars: Race-O-Rama,Wii,2009,Racing,THQ,0.61,0.3,0,0.09,0.99
1897,2096,EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.09,0.99
1898,2097,Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0,0.07,0.99
1899,2098,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.28,0,0.19,0.99
1900,2099,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99
1902,2101,WWE SmackDown vs Raw 2008,Wii,2007,Action,THQ,0.38,0.5,0,0.11,0.99
1903,2102,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.65,0,0.11,0.99
1904,2104,Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0,0.8,0,0.18,0.99
1905,2105,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08,0.99
1906,2106,Cars,DS,2006,Racing,THQ,0.85,0.05,0,0.08,0.98
1907,2107,Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98
1908,2108,Far Cry 3,PC,2012,Action,Ubisoft,0.21,0.62,0,0.14,0.98
1909,2109,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98
1912,2112,Sonic & Sega All-Stars Racing,PS3,2010,Racing,Sega,0.36,0.46,0,0.17,0.98
1913,2113,Tetris 2,NES,1993,Strategy,Nintendo,0.62,0.13,0.21,0.02,0.98
1914,2114,NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0,0.01,0.98
1915,2115,Air-Sea Battle,2600,,Action,Atari,0.91,0.06,0,0.01,0.98
1916,2116,Suikoden III,PS2,,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98
1917,2117,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.98
1918,2118,South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.42,0.38,0,0.17,0.98
1919,2119,Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.54,0.01,0.18,0.98
1920,2120,Sniper Elite V2,PS3,2012,Action,505 Games,0.38,0.39,0.06,0.15,0.98
1921,2121,Far Cry 4,X360,2014,Action,Ubisoft,0.45,0.44,0,0.08,0.98
1922,2122,Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0,0.92,0,0.05,0.98
1923,2123,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.41,0.06,0.18,0.98
1924,2124,Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.43,0.51,0.01,0.98
1925,2125,Madden NFL 16,X360,2015,Sports,Electronic Arts,0.82,0.05,0,0.1,0.98
1926,2126,Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0,0,0.1,0.98
1927,2127,Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.27,0,0.09,0.98
1928,2128,Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01,0.98
1929,2129,Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.97
1930,2130,Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.01,0,0.08,0.97
1931,2132,NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97
1932,2133,Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.13,0.97
1933,2134,NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08,0.97
1934,2135,Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97
1935,2136,Yakuza 4,PS3,,Action,Sega,0.15,0.14,0.63,0.05,0.97
1936,2137,Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.35,0,0.1,0.97
1937,2138,Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.56,0.33,0,0.08,0.97
1938,2139,NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97
1939,2140,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
1940,2141,NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.77,0.1,0,0.1,0.97
1941,2142,FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97
1942,2143,LEGO The Lord of the Rings,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.52,0.37,0,0.08,0.97
1943,2144,Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0,0,0.97,0,0.97
1944,2146,LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97
1945,2147,LEGO Harry Potter: Years 5-7,PS3,,Action,Warner Bros. Interactive Entertainment,0.36,0.45,0,0.16,0.97
1946,2148,Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.21,0.31,0.28,0.16,0.97
1947,2149,Medal of Honor: Underground,PS,2000,Action,Electronic Arts,0.54,0.37,0,0.06,0.97
1948,2150,The Sims 2,DS,2005,Simulation,Electronic Arts,0.82,0.07,0,0.07,0.96
1949,2151,Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
1951,2153,PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.28,0.04,0.14,0.96
1952,2154,Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.9,0.06,0.96
1954,2156,Dragon Quest X,Wii,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96
1955,2157,LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,0.37,0.49,0,0.1,0.96
1956,2158,Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.44,0,0.22,0.96
1957,2159,Mortal Kombat Trilogy,N64,1996,Action,GT Interactive,0.72,0.22,0,0.02,0.96
1958,2160,Star Soldier,NES,1986,Action,Hudson Soft,0.32,0.06,0.57,0.01,0.96
1959,2162,Lost Planet 2,PS3,2010,Action,Capcom,0.29,0.34,0.2,0.13,0.96
1960,2163,NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96
1961,2164,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96
1962,2165,My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.96
1963,2166,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Action,Ubisoft,0.41,0.33,0.09,0.12,0.96
1964,2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.39,0,0.53,0.03,0.96
